Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,TotalScore,PerformanceCategory,StrongestSubject,WeakestSubject,ScoreBalance,HighPerformer,WklyStudyHours_Numeric,SiblingCategory
161,female,group E,some college,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,75,88.0,85.0,82.66666666666667,248.0,Very Good,Reading,Math,6.8068592855540455,1,7.5,2-3 Siblings
162,male,group B,master's degree,free/reduced,none,single,never,no,2.0,school_bus,5 - 10,48,53.0,52.0,51.0,153.0,Below Average,Reading,Math,2.6457513110645907,0,7.5,2-3 Siblings
163,male,group C,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,52,53.0,49.0,51.333333333333336,154.0,Below Average,Reading,Writing,2.0816659994661326,0,7.5,One Sibling
164,female,group E,master's degree,standard,none,married,never,yes,3.0,private,< 5,76,89.0,86.0,83.66666666666667,251.0,Very Good,Reading,Math,6.8068592855540455,1,2.5,2-3 Siblings
165,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,96,100.0,100.0,98.66666666666667,296.0,Excellent,Reading,Math,2.3094010767585034,1,7.5,Only Child
166,male,group C,high school,free/reduced,completed,single,sometimes,yes,5.0,private,5 - 10,53,51.0,51.0,51.666666666666664,155.0,Below Average,Math,Reading,1.1547005383792517,0,7.5,4+ Siblings
167,female,group B,master's degree,free/reduced,completed,married,regularly,no,1.0,private,> 10,62,79.0,83.0,74.66666666666667,224.0,Good,Writing,Math,11.150485789118488,0,12.5,One Sibling
168,female,group B,high school,standard,completed,married,regularly,yes,2.0,private,5 - 10,70,84.0,79.0,77.66666666666667,233.0,Good,Reading,Math,7.094598884597588,0,7.5,2-3 Siblings
170,male,group A,high school,standard,completed,divorced,regularly,yes,5.0,school_bus,> 10,76,75.0,77.0,76.0,228.0,Good,Writing,Reading,1.0,0,12.5,4+ Siblings
171,male,group E,some high school,standard,none,married,sometimes,no,3.0,school_bus,< 5,91,86.0,76.0,84.33333333333333,253.0,Very Good,Math,Writing,7.637626158259733,1,2.5,2-3 Siblings
172,female,group D,some college,standard,none,single,never,yes,3.0,school_bus,5 - 10,76,84.0,78.0,79.33333333333333,238.0,Good,Reading,Math,4.163331998932265,0,7.5,2-3 Siblings
173,female,group C,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,63,67.0,70.0,66.66666666666667,200.0,Average,Writing,Math,3.511884584284246,0,7.5,2-3 Siblings
174,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,41,50.0,52.0,47.666666666666664,143.0,Poor,Writing,Math,5.8594652770823155,0,2.5,One Sibling
175,female,group C,master's degree,standard,completed,divorced,sometimes,yes,1.0,school_bus,5 - 10,81,92.0,89.0,87.33333333333333,262.0,Very Good,Reading,Math,5.686240703077327,1,7.5,One Sibling
176,female,group B,high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,44,53.0,56.0,51.0,153.0,Below Average,Writing,Math,6.244997998398398,0,2.5,2-3 Siblings
177,female,group C,associate's degree,standard,completed,married,regularly,yes,,school_bus,< 5,70,76.0,77.0,74.33333333333333,223.0,Good,Writing,Math,3.7859388972001824,0,2.5,4+ Siblings
178,female,group B,master's degree,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,54,72.0,65.0,63.666666666666664,191.0,Average,Reading,Math,9.073771725877465,0,7.5,2-3 Siblings
179,female,group D,some high school,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,99,100.0,100.0,99.66666666666667,299.0,Excellent,Reading,Math,0.5773502691896257,1,7.5,Only Child
180,male,group C,master's degree,free/reduced,completed,single,sometimes,yes,2.0,private,< 5,60,68.0,75.0,67.66666666666667,203.0,Average,Writing,Math,7.505553499465135,0,2.5,2-3 Siblings
181,female,group C,some college,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,46,64.0,66.0,58.666666666666664,176.0,Below Average,Writing,Math,11.015141094572204,0,7.5,One Sibling
182,female,group E,high school,standard,none,married,sometimes,yes,3.0,private,,50,50.0,47.0,49.0,147.0,Poor,Math,Writing,1.7320508075688772,0,,2-3 Siblings
183,female,group D,associate's degree,standard,none,single,sometimes,no,,private,< 5,63,67.0,68.0,66.0,198.0,Average,Writing,Math,2.6457513110645907,0,2.5,4+ Siblings
185,male,group C,associate's degree,free/reduced,completed,married,never,yes,5.0,private,< 5,61,65.0,62.0,62.666666666666664,188.0,Average,Reading,Math,2.0816659994661326,0,2.5,4+ Siblings
186,male,group E,high school,standard,none,married,never,yes,1.0,school_bus,< 5,75,73.0,62.0,70.0,210.0,Good,Math,Writing,7.0,0,2.5,One Sibling
187,male,group D,some high school,standard,completed,married,sometimes,no,4.0,private,5 - 10,62,66.0,68.0,65.33333333333333,196.0,Average,Writing,Math,3.055050463303893,0,7.5,4+ Siblings
188,male,group B,some high school,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,47,51.0,45.0,47.666666666666664,143.0,Poor,Reading,Writing,3.055050463303893,0,2.5,2-3 Siblings
189,female,group C,bachelor's degree,standard,none,single,sometimes,yes,1.0,school_bus,< 5,74,86.0,85.0,81.66666666666667,245.0,Very Good,Reading,Math,6.6583281184793925,1,2.5,One Sibling
190,female,group E,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,66,65.0,69.0,66.66666666666667,200.0,Average,Writing,Reading,2.081665999466133,0,7.5,2-3 Siblings
191,male,group D,some college,standard,completed,married,sometimes,no,2.0,school_bus,< 5,73,81.0,77.0,77.0,231.0,Good,Reading,Math,4.0,0,2.5,2-3 Siblings
192,female,group B,some high school,standard,none,single,sometimes,no,3.0,private,,62,64.0,66.0,64.0,192.0,Average,Writing,Math,2.0,0,,2-3 Siblings
193,male,group D,some college,standard,completed,married,regularly,yes,4.0,,,79,62.0,63.0,68.0,204.0,Average,Math,Reading,9.539392014169456,0,,4+ Siblings
194,female,group C,master's degree,standard,completed,,regularly,yes,1.0,school_bus,< 5,69,85.0,87.0,80.33333333333333,241.0,Very Good,Writing,Math,9.865765724632496,1,2.5,One Sibling
195,male,group D,associate's degree,standard,none,married,regularly,no,4.0,school_bus,< 5,60,54.0,52.0,55.333333333333336,166.0,Below Average,Math,Writing,4.163331998932266,0,2.5,4+ Siblings
196,male,group C,,free/reduced,completed,married,never,yes,1.0,school_bus,5 - 10,57,67.0,63.0,62.333333333333336,187.0,Average,Reading,Math,5.033222956847167,0,7.5,One Sibling
197,male,group E,high school,free/reduced,none,married,,no,6.0,private,> 10,56,56.0,52.0,54.666666666666664,164.0,Below Average,Math,Writing,2.309401076758503,0,12.5,4+ Siblings
198,female,group B,some college,free/reduced,none,widowed,regularly,yes,3.0,,> 10,47,54.0,57.0,52.666666666666664,158.0,Below Average,Writing,Math,5.131601439446884,0,12.5,2-3 Siblings
199,female,group B,bachelor's degree,free/reduced,,married,regularly,yes,3.0,private,5 - 10,80,80.0,77.0,79.0,237.0,Good,Math,Writing,1.7320508075688772,0,7.5,2-3 Siblings
200,female,group C,associate's degree,standard,completed,single,regularly,no,1.0,private,< 5,66,83.0,86.0,78.33333333333333,235.0,Good,Writing,Math,10.785793124908958,0,2.5,One Sibling
201,female,group D,some college,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,63,79.0,75.0,72.33333333333333,217.0,Good,Reading,Math,8.326663997864532,0,2.5,2-3 Siblings
202,male,group C,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,69,77.0,69.0,71.66666666666667,215.0,Good,Reading,Math,4.618802153517006,0,7.5,2-3 Siblings
203,female,,associate's degree,standard,none,,regularly,yes,2.0,school_bus,5 - 10,58,70.0,69.0,65.66666666666667,197.0,Average,Reading,Math,6.6583281184793925,0,7.5,2-3 Siblings
204,male,group C,some college,standard,none,single,regularly,yes,1.0,,< 5,58,40.0,42.0,46.666666666666664,140.0,Poor,Math,Reading,9.865765724632496,0,2.5,One Sibling
205,male,group D,some high school,standard,completed,married,,yes,,school_bus,< 5,71,69.0,76.0,72.0,216.0,Good,Writing,Reading,3.605551275463989,0,2.5,4+ Siblings
206,male,group E,bachelor's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,84,62.0,63.0,69.66666666666667,209.0,Average,Math,Reading,12.42309676905615,0,7.5,4+ Siblings
207,male,group E,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,83,81.0,77.0,80.33333333333333,241.0,Very Good,Math,Writing,3.055050463303893,1,7.5,2-3 Siblings
208,female,group B,some college,free/reduced,none,married,regularly,yes,1.0,private,< 5,73,80.0,76.0,76.33333333333333,229.0,Good,Reading,Math,3.511884584284246,0,2.5,One Sibling
209,female,group B,some college,free/reduced,,single,sometimes,no,2.0,,,58,61.0,66.0,61.666666666666664,185.0,Average,Writing,Math,4.041451884327381,0,,2-3 Siblings
210,male,group D,some high school,free/reduced,completed,widowed,sometimes,yes,3.0,school_bus,< 5,77,77.0,77.0,77.0,231.0,Good,Math,Math,0.0,0,2.5,2-3 Siblings
211,male,group C,some college,free/reduced,,married,sometimes,yes,3.0,school_bus,5 - 10,35,28.0,27.0,30.0,90.0,Poor,Math,Writing,4.358898943540674,0,7.5,2-3 Siblings
212,female,group C,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,42,62.0,60.0,54.666666666666664,164.0,Below Average,Reading,Math,11.015141094572202,0,7.5,2-3 Siblings
213,male,group C,associate's degree,free/reduced,completed,single,regularly,no,1.0,school_bus,5 - 10,61,51.0,57.0,56.333333333333336,169.0,Below Average,Math,Reading,5.033222956847167,0,7.5,One Sibling
214,male,group E,high school,standard,,married,sometimes,yes,1.0,private,5 - 10,87,91.0,81.0,86.33333333333333,259.0,Very Good,Reading,Writing,5.033222956847166,1,7.5,One Sibling
215,male,group B,some high school,standard,completed,,regularly,no,2.0,private,5 - 10,86,84.0,76.0,82.0,246.0,Very Good,Math,Writing,5.291502622129181,1,7.5,2-3 Siblings
216,female,group E,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,80,84.0,86.0,83.33333333333333,250.0,Very Good,Writing,Math,3.055050463303893,1,2.5,2-3 Siblings
217,female,group C,high school,free/reduced,,married,regularly,no,3.0,,< 5,33,41.0,39.0,37.666666666666664,113.0,Poor,Reading,Math,4.163331998932266,0,2.5,2-3 Siblings
218,male,group B,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,64,75.0,68.0,69.0,207.0,Average,Reading,Math,5.5677643628300215,0,2.5,2-3 Siblings
219,male,group B,some high school,standard,completed,single,never,no,1.0,,5 - 10,59,55.0,54.0,56.0,168.0,Below Average,Math,Writing,2.6457513110645907,0,7.5,One Sibling
220,female,group D,high school,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,57,69.0,75.0,67.0,201.0,Average,Writing,Math,9.16515138991168,0,7.5,4+ Siblings
221,male,group B,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,> 10,89,86.0,74.0,83.0,249.0,Very Good,Math,Writing,7.937253933193772,1,12.5,Only Child
222,female,group C,some high school,free/reduced,,divorced,sometimes,no,3.0,,5 - 10,55,65.0,62.0,60.666666666666664,182.0,Average,Reading,Math,5.131601439446884,0,7.5,2-3 Siblings
223,male,group D,some high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,88,81.0,76.0,81.66666666666667,245.0,Very Good,Math,Writing,6.027713773341707,1,7.5,2-3 Siblings
224,female,group B,associate's degree,standard,completed,divorced,regularly,,3.0,school_bus,> 10,55,67.0,76.0,66.0,198.0,Average,Writing,Math,10.535653752852738,0,12.5,2-3 Siblings
225,female,group E,master's degree,free/reduced,none,married,sometimes,no,,private,< 5,43,55.0,52.0,50.0,150.0,Below Average,Reading,Math,6.244997998398398,0,2.5,4+ Siblings
226,female,group C,some college,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,72,72.0,71.0,71.66666666666667,215.0,Good,Math,Writing,0.5773502691896257,0,7.5,4+ Siblings
227,male,group D,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,58,50.0,55.0,54.333333333333336,163.0,Below Average,Math,Reading,4.041451884327381,0,7.5,Only Child
228,male,group A,,free/reduced,none,divorced,sometimes,no,4.0,school_bus,5 - 10,68,72.0,64.0,68.0,204.0,Average,Reading,Writing,4.0,0,7.5,4+ Siblings
229,female,group C,some college,standard,completed,married,regularly,yes,3.0,school_bus,> 10,93,97.0,98.0,96.0,288.0,Excellent,Writing,Math,2.6457513110645907,1,12.5,2-3 Siblings
230,male,group D,some college,standard,none,married,regularly,yes,0.0,,5 - 10,78,64.0,67.0,69.66666666666667,209.0,Average,Math,Reading,7.3711147958319945,0,7.5,Only Child
231,male,group C,associate's degree,standard,none,married,regularly,,1.0,private,5 - 10,47,43.0,43.0,44.333333333333336,133.0,Poor,Math,Reading,2.309401076758503,0,7.5,One Sibling
232,female,group B,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,67,86.0,83.0,78.66666666666667,236.0,Good,Reading,Math,10.214368964029708,0,7.5,2-3 Siblings
233,male,group E,some high school,standard,none,divorced,sometimes,yes,3.0,school_bus,> 10,94,88.0,79.0,87.0,261.0,Very Good,Math,Writing,7.54983443527075,1,12.5,2-3 Siblings
234,male,group C,bachelor's degree,standard,completed,married,sometimes,no,3.0,school_bus,> 10,85,83.0,85.0,84.33333333333333,253.0,Very Good,Math,Reading,1.1547005383792517,1,12.5,2-3 Siblings
235,male,group D,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,84,77.0,80.0,80.33333333333333,241.0,Very Good,Math,Reading,3.511884584284246,1,12.5,One Sibling
236,male,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,2.0,school_bus,< 5,62,65.0,67.0,64.66666666666667,194.0,Average,Writing,Math,2.5166114784235836,0,2.5,2-3 Siblings
237,female,group D,some high school,standard,,married,sometimes,yes,4.0,school_bus,< 5,62,59.0,72.0,64.33333333333333,193.0,Average,Writing,Reading,6.8068592855540455,0,2.5,4+ Siblings
238,male,group B,some college,standard,none,married,regularly,yes,2.0,private,> 10,57,53.0,53.0,54.333333333333336,163.0,Below Average,Math,Reading,2.309401076758503,0,12.5,2-3 Siblings
239,male,group C,associate's degree,standard,none,,sometimes,yes,1.0,private,5 - 10,84,80.0,80.0,81.33333333333333,244.0,Very Good,Math,Reading,2.3094010767585034,1,7.5,One Sibling
240,male,group D,high school,free/reduced,completed,divorced,,yes,1.0,private,> 10,75,69.0,67.0,70.33333333333333,211.0,Good,Math,Writing,4.163331998932265,0,12.5,One Sibling
241,female,group E,bachelor's degree,standard,none,single,regularly,no,4.0,private,5 - 10,82,84.0,85.0,83.66666666666667,251.0,Very Good,Writing,Math,1.5275252316519468,1,7.5,4+ Siblings
243,male,group E,some college,standard,,single,regularly,no,2.0,school_bus,< 5,58,50.0,43.0,50.333333333333336,151.0,Below Average,Math,Writing,7.505553499465135,0,2.5,2-3 Siblings
244,male,group D,some high school,standard,none,divorced,regularly,yes,1.0,school_bus,< 5,74,73.0,69.0,72.0,216.0,Good,Math,Writing,2.6457513110645907,0,2.5,One Sibling
245,male,group C,associate's degree,standard,none,married,sometimes,no,3.0,private,< 5,82,74.0,69.0,75.0,225.0,Good,Math,Writing,6.557438524302,0,2.5,2-3 Siblings
246,male,group E,associate's degree,standard,,married,regularly,no,2.0,school_bus,5 - 10,91,77.0,75.0,81.0,243.0,Very Good,Math,Writing,8.717797887081348,1,7.5,2-3 Siblings
247,female,group B,high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,58,70.0,68.0,65.33333333333333,196.0,Average,Reading,Math,6.429100507328637,0,7.5,One Sibling
248,female,group B,high school,standard,none,married,sometimes,yes,2.0,private,< 5,63,63.0,60.0,62.0,186.0,Average,Math,Writing,1.7320508075688772,0,2.5,2-3 Siblings
249,male,,high school,standard,none,married,sometimes,no,2.0,school_bus,> 10,70,60.0,54.0,61.333333333333336,184.0,Average,Math,Writing,8.082903768654761,0,12.5,2-3 Siblings
250,male,group A,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,47,49.0,49.0,48.333333333333336,145.0,Poor,Reading,Math,1.1547005383792517,0,7.5,2-3 Siblings
251,female,group D,some college,free/reduced,none,married,regularly,,4.0,school_bus,< 5,70,82.0,83.0,78.33333333333333,235.0,Good,Writing,Math,7.234178138070236,0,2.5,4+ Siblings
252,female,group B,some high school,standard,completed,single,sometimes,yes,3.0,private,5 - 10,60,70.0,70.0,66.66666666666667,200.0,Average,Reading,Math,5.773502691896257,0,7.5,2-3 Siblings
253,male,group D,master's degree,standard,none,married,sometimes,no,3.0,school_bus,,80,80.0,72.0,77.33333333333333,232.0,Good,Math,Writing,4.618802153517006,0,,2-3 Siblings
254,male,group D,high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,54,52.0,52.0,52.666666666666664,158.0,Below Average,Math,Reading,1.1547005383792517,0,7.5,Only Child
255,female,group E,some college,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,62,73.0,70.0,68.33333333333333,205.0,Average,Reading,Math,5.686240703077327,0,7.5,One Sibling
256,female,group C,associate's degree,free/reduced,none,single,sometimes,no,5.0,private,< 5,62,71.0,66.0,66.33333333333333,199.0,Average,Reading,Math,4.509249752822894,0,2.5,4+ Siblings
257,male,,associate's degree,standard,completed,married,regularly,,1.0,school_bus,5 - 10,80,78.0,78.0,78.66666666666667,236.0,Good,Math,Reading,1.1547005383792517,0,7.5,One Sibling
260,female,group C,some high school,free/reduced,completed,married,sometimes,yes,1.0,private,> 10,65,80.0,78.0,74.33333333333333,223.0,Good,Reading,Math,8.144527815247079,0,12.5,One Sibling
261,male,group C,some college,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,79,79.0,78.0,78.66666666666667,236.0,Good,Math,Writing,0.5773502691896257,0,7.5,2-3 Siblings
262,female,group C,some high school,free/reduced,none,married,regularly,no,2.0,private,5 - 10,45,50.0,52.0,49.0,147.0,Poor,Writing,Math,3.605551275463989,0,7.5,2-3 Siblings
263,female,group E,high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,99,93.0,90.0,94.0,282.0,Excellent,Math,Writing,4.58257569495584,1,7.5,One Sibling
264,male,group D,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,76,73.0,68.0,72.33333333333333,217.0,Good,Math,Writing,4.041451884327381,0,7.5,2-3 Siblings
265,male,group D,some high school,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,57,41.0,40.0,46.0,138.0,Poor,Math,Writing,9.539392014169456,0,2.5,One Sibling
266,female,,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,< 5,61,73.0,79.0,71.0,213.0,Good,Writing,Math,9.16515138991168,0,2.5,2-3 Siblings
267,female,group D,high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,71,73.0,78.0,74.0,222.0,Good,Writing,Math,3.605551275463989,0,7.5,2-3 Siblings
268,female,group D,associate's degree,standard,completed,married,regularly,yes,5.0,school_bus,> 10,93,94.0,99.0,95.33333333333333,286.0,Excellent,Writing,Math,3.214550253664318,1,12.5,4+ Siblings
