Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
292,male,group C,some high school,standard,completed,married,never,yes,1.0,private,5 - 10,61,59.0,55.0
293,female,group E,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,> 10,66,74.0,76.0
294,male,group D,high school,free/reduced,completed,single,regularly,yes,3.0,school_bus,5 - 10,80,78.0,82.0
295,male,group B,associate's degree,free/reduced,none,married,never,yes,1.0,school_bus,> 10,66,61.0,59.0
296,male,group C,some high school,standard,completed,widowed,regularly,no,2.0,school_bus,5 - 10,47,41.0,44.0
297,male,group C,associate's degree,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,73,75.0,69.0
298,male,group C,some college,free/reduced,completed,single,regularly,no,2.0,private,< 5,39,45.0,50.0
299,male,group D,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,89,86.0,75.0
300,male,group A,some college,free/reduced,completed,married,never,yes,2.0,private,< 5,76,75.0,77.0
301,male,group D,some high school,free/reduced,none,divorced,regularly,no,4.0,school_bus,< 5,55,53.0,52.0
302,female,group C,associate's degree,standard,completed,single,never,yes,5.0,school_bus,> 10,66,83.0,80.0
303,male,group B,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,82,77.0,65.0
304,female,group C,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,76,76.0,85.0
305,male,group A,some college,standard,none,married,sometimes,yes,6.0,private,5 - 10,69,67.0,69.0
306,male,group E,some college,standard,completed,divorced,regularly,yes,5.0,private,5 - 10,100,88.0,83.0
307,male,group C,some high school,standard,none,single,regularly,no,2.0,school_bus,5 - 10,52,52.0,45.0
308,female,group B,associate's degree,free/reduced,none,married,regularly,no,3.0,private,> 10,56,73.0,70.0
309,female,group D,high school,free/reduced,none,single,regularly,yes,5.0,school_bus,< 5,48,56.0,52.0
310,female,group B,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,73,76.0,80.0
311,male,group B,bachelor's degree,standard,none,married,never,yes,3.0,school_bus,< 5,62,58.0,54.0
312,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,0.0,private,5 - 10,67,61.0,68.0
313,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,> 10,70,68.0,70.0
315,male,group C,high school,standard,none,married,regularly,no,3.0,private,5 - 10,73,66.0,66.0
316,female,group D,master's degree,standard,completed,widowed,never,yes,3.0,private,5 - 10,74,80.0,88.0
317,male,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,83,72.0,78.0
318,male,group B,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,< 5,61,69.0,67.0
319,female,group D,associate's degree,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,55,64.0,63.0
320,female,group C,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,64,77.0,82.0
321,female,group E,high school,standard,none,married,never,no,3.0,private,> 10,74,85.0,78.0
322,female,group C,some college,standard,none,married,regularly,yes,2.0,private,< 5,70,80.0,80.0
323,female,group C,some high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,40,52.0,51.0
324,female,group C,high school,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,39,45.0,42.0
325,female,group C,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,82,90.0,94.0
326,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,61.0,62.0
327,male,group A,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,29,27.5,26.5
328,male,group C,associate's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,82,75.0,77.0
329,female,group B,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,39,54.0,49.0
330,male,group C,high school,standard,none,single,regularly,yes,2.0,school_bus,< 5,70,59.0,61.0
331,male,group C,associate's degree,standard,none,married,sometimes,no,3.0,private,< 5,45,36.0,34.0
332,male,group E,associate's degree,standard,completed,married,never,no,3.0,school_bus,> 10,61,55.0,52.0
333,male,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,90,78.0,81.0
334,female,group C,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,83,93.0,95.0
335,female,group B,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,62,69.0,67.0
336,male,group D,some high school,standard,completed,married,regularly,no,2.0,private,5 - 10,78,71.0,70.0
337,male,group C,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,50,51.0,44.0
338,female,group B,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,23,37.0,26.5
339,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,35,55.0,60.0
340,male,group C,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,61,62.0,54.0
341,female,group C,some college,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,62,74.0,64.0
342,female,group B,some college,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,66,74.0,72.0
343,male,group D,associate's degree,standard,completed,single,sometimes,yes,3.0,private,< 5,64,70.0,65.0
344,male,group D,some college,standard,none,married,regularly,yes,2.0,school_bus,< 5,78,72.0,67.0
345,female,group C,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,72,80.0,75.0
346,male,group B,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,62,61.0,57.0
347,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0.0,school_bus,< 5,76,93.0,95.0
349,male,group E,associate's degree,standard,none,divorced,regularly,yes,2.0,private,> 10,92,76.0,79.0
350,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,52,65.0,69.0
351,male,group E,some college,standard,none,married,sometimes,no,4.0,school_bus,> 10,67,57.0,53.0
352,female,group C,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,61,76.0,78.0
353,female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,45,57.0,57.0
354,female,group C,some college,standard,none,married,never,yes,2.0,school_bus,< 5,55,68.0,66.0
355,female,group B,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,> 10,64,74.0,73.0
356,male,group A,some college,standard,none,married,sometimes,no,2.0,private,5 - 10,63,61.0,61.0
357,female,group C,some college,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,40,65.0,67.0
359,female,group D,some college,standard,none,divorced,sometimes,no,1.0,private,< 5,77,88.0,87.0
360,female,group B,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,56,61.0,57.0
361,male,group B,some high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,87,85.0,79.0
362,female,group C,some college,standard,none,single,regularly,no,2.0,private,5 - 10,53,58.0,59.0
363,female,group D,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,26,33.0,31.0
364,male,group C,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,60.0,59.0
365,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10,51,59.0,62.0
366,male,group C,high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,69,58.0,53.0
367,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,private,> 10,64,67.0,63.0
368,female,group A,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,44,64.0,58.0
369,female,group D,some high school,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,71,83.0,84.0
370,male,group E,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,86,78.0,72.0
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4.0,school_bus,5 - 10,45,73.0,70.0
372,male,group D,some high school,standard,none,single,sometimes,yes,0.0,private,> 10,76,75.0,73.0
373,female,group D,some college,standard,completed,married,sometimes,yes,1.0,private,> 10,84,98.0,97.0
374,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,> 10,60,71.0,74.0
376,female,group D,some high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,82,91.0,83.0
377,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,2.0,private,5 - 10,85,95.0,100.0
378,female,group A,some high school,standard,none,single,sometimes,no,1.0,private,> 10,73,84.0,78.0
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,67,64.0,63.0
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,80,86.0,83.0
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0.0,private,< 5,84,98.0,93.0
382,male,group C,master's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,79,82.0,73.0
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,> 10,40,50.0,47.0
384,female,group A,some high school,free/reduced,none,divorced,never,no,5.0,private,5 - 10,35,41.0,40.0
385,female,group E,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,69,77.0,76.0
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,62,71.0,68.0
387,female,group C,some college,free/reduced,none,widowed,regularly,yes,4.0,school_bus,5 - 10,58,79.0,68.0
388,female,group D,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,62,64.0,64.0
389,male,group D,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,71,70.0,75.0
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,75,68.0,60.0
391,female,group D,some college,standard,none,single,sometimes,no,3.0,private,< 5,74,66.0,75.0
392,male,group E,some college,standard,none,married,sometimes,yes,3.0,school_bus,> 10,78,68.0,68.0
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4.0,private,> 10,60,55.0,58.0
394,female,group C,some high school,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10,65,74.0,77.0
396,female,group B,high school,free/reduced,none,married,never,no,5.0,school_bus,5 - 10,48,65.0,61.0
398,male,group B,some high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,73,62.0,57.0
399,male,group D,some high school,standard,none,single,never,no,4.0,private,< 5,56,57.0,51.0
400,female,group C,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,60,54.0,68.0
401,male,group A,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,53,43.0,43.0
402,female,group A,some college,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,51,66.0,57.0
403,female,group D,high school,standard,completed,single,sometimes,yes,4.0,private,5 - 10,88,99.0,100.0
404,female,group C,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,55,59.0,63.0
405,female,group C,some high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,62,72.0,68.0
406,male,group B,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,> 10,68,66.0,65.0
407,female,group B,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,84,81.0,78.0
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,52,57.0,56.0
409,male,group D,associate's degree,standard,completed,widowed,never,no,5.0,school_bus,> 10,86,83.0,84.0
410,female,group D,master's degree,standard,completed,married,regularly,yes,2.0,private,5 - 10,72,73.0,78.0
411,male,group C,some college,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,86,84.0,79.0
412,male,group D,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,71,66.0,60.0
414,female,group C,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,52,73.0,80.0
415,male,group E,high school,standard,none,single,regularly,no,3.0,private,5 - 10,86,74.0,70.0
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,68,72.0,66.0
417,male,group C,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,71,71.0,65.0
418,male,group D,some college,standard,none,married,regularly,no,4.0,private,5 - 10,70,59.0,63.0
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,57,56.0,54.0
421,female,group D,high school,standard,completed,married,regularly,no,2.0,school_bus,< 5,56,57.0,64.0
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0.0,private,> 10,47,59.0,68.0
423,female,group A,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,57,83.0,78.0
424,male,group C,some college,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,41,39.0,34.0
425,female,group C,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,60,65.0,60.0
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,88,84.0,88.0
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,71,72.0,66.0
428,male,group A,some high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,65,59.0,53.0
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,70,63.0,55.0
430,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,62,65.0,57.0
431,female,group C,high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,61,72.0,70.0
432,male,group C,high school,standard,none,single,never,yes,4.0,school_bus,< 5,57,54.0,52.0
433,female,group A,some high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,< 5,45,58.0,49.0
434,male,group C,some college,standard,none,married,sometimes,no,1.0,school_bus,> 10,75,66.0,67.0
435,male,group C,some college,free/reduced,completed,married,sometimes,no,6.0,private,5 - 10,50,48.0,53.0
436,male,group D,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,77,69.0,65.0
437,male,group D,some college,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,75,66.0,73.0
438,male,group C,high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,69,55.0,51.0
439,male,group D,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,89,88.0,82.0
440,female,group C,some college,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,69,82.0,80.0
441,female,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,78,81.0,80.0
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,73.0,69.0
443,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,70,81.0,74.0
444,male,group A,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,79,82.0,73.0
445,female,group C,some high school,standard,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,69,75.0,78.0
446,male,group D,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,73,67.0,62.0
447,male,group C,high school,standard,completed,single,regularly,yes,2.0,school_bus,> 10,91,83.0,83.0
448,male,group B,high school,standard,none,widowed,regularly,yes,4.0,school_bus,5 - 10,48,46.0,43.0
449,male,group B,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,83,74.0,73.0
450,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,64,85.0,85.0
451,female,group E,some college,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,100,92.0,97.0
452,female,group C,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,> 10,68,79.0,77.0
453,male,group C,some college,free/reduced,none,married,never,yes,3.0,private,> 10,64,57.0,48.0
454,female,group C,associate's degree,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,54,61.0,63.0
455,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,37,56.0,47.0
456,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,79,89.0,89.0
